user_id,flag_NPL,Probability_to_Default,,
1247,0,15.15%,,
1248,0,4.57%,,
1249,0,2.25%,,
1250,0,3.70%,,
1251,0,1.70%,,
1252,0,8.28%,,
1253,0,7.24%,,
1254,0,1.95%,,
1255,0,1.59%,,
1256,0,2.89%,,
1257,0,2.39%,,
1258,0,4.79%,,
1259,0,4.42%,,
1260,0,10.07%,,
1261,0,3.69%,,
1262,0,4.10%,,
1263,0,1.95%,,
1264,0,5.00%,,
1265,0,7.71%,,
1266,0,5.00%,,
1267,0,2.88%,,
1268,0,2.32%,,
1269,0,3.73%,,
1270,0,1.66%,,
1271,0,5.95%,,
1272,0,8.32%,,
1273,0,5.00%,,
1274,0,3.03%,,
1275,0,0.40%,,
1276,1,7.79%,,
1277,0,0.44%,,
1278,0,7.74%,,
1279,0,3.41%,,
1280,0,0.63%,,
1281,0,3.06%,,
1282,0,2.53%,,
1283,0,5.94%,,
1284,0,3.73%,,
1285,1,3.80%,,
1286,0,3.17%,,
1287,0,1.10%,,
1288,0,7.08%,,
1289,0,0.69%,,
1290,0,3.06%,,
1291,0,3.28%,,
1292,0,1.39%,,
1293,0,11.00%,,
1294,0,4.42%,,
1295,0,7.79%,,
1296,0,8.51%,,
1297,1,2.05%,,
1298,0,4.15%,,
1299,0,5.27%,,
1300,0,9.11%,,
1301,0,5.99%,,
1302,0,5.09%,,
1303,0,7.79%,,
1304,0,9.13%,,
1305,0,5.05%,,
1306,0,4.09%,,
1307,0,1.60%,,
1308,0,5.94%,,
1309,0,8.39%,,
1310,0,12.75%,,
1311,0,8.40%,,
1312,0,4.10%,,
1313,0,4.01%,,
1314,0,7.79%,,
1315,1,12.30%,,
1316,0,0.59%,,
1317,0,3.33%,,
1318,0,8.21%,,
1319,0,2.37%,,
1320,0,7.44%,,
1321,0,3.42%,,
1322,0,0.33%,,
1323,0,2.28%,,
1324,0,1.11%,,
1325,0,4.79%,,
1326,0,0.40%,,
1327,0,1.27%,,
1328,0,1.37%,,
1329,0,6.40%,,
1330,0,2.39%,,
1331,0,0.07%,,
1332,0,4.10%,,
1333,0,3.73%,,
1334,0,3.49%,,
1335,0,5.05%,,
1336,0,6.46%,,
1337,0,3.00%,,
1338,0,5.09%,,
1339,0,8.51%,,
1340,0,1.30%,,
1341,0,4.79%,,
1342,0,7.57%,,
1343,0,2.88%,,
1344,0,1.15%,,
1345,0,7.44%,,
1346,0,0.22%,,
1347,0,2.73%,,
1348,0,0.14%,,
1349,0,4.83%,,
1350,0,7.05%,,
1351,0,1.68%,,
1352,0,10.60%,,
1353,0,12.05%,,
1354,0,1.68%,,
1355,0,2.99%,,
1356,0,1.87%,,
1357,0,2.25%,,
1358,0,3.53%,,
1359,0,0.67%,,
1360,0,5.27%,,
1361,0,7.24%,,
1362,0,2.16%,,
1363,0,2.49%,,
1364,0,3.92%,,
1365,0,4.56%,,
1366,0,2.25%,,
1367,0,7.79%,,
1368,0,2.16%,,
1369,0,1.45%,,
1370,0,4.56%,,
1371,0,5.27%,,
1372,0,8.51%,,
1373,0,4.47%,,
1374,0,4.32%,,
1375,0,2.77%,,
1376,0,3.70%,,
1377,0,0.92%,,
1378,0,7.24%,,
1379,0,3.62%,,
1380,0,3.45%,,
1381,0,9.13%,,
1382,0,6.96%,,
1383,0,7.81%,,
1384,1,3.41%,,
1385,0,5.99%,,
1386,0,0.37%,,
1387,0,2.07%,,
1388,0,7.51%,,
1389,0,9.36%,,
1390,0,5.00%,,
1391,0,2.39%,,
1392,0,4.79%,,
1393,0,5.45%,,
1394,0,7.92%,,
1395,0,1.62%,,
1396,0,6.45%,,
1397,0,5.46%,,
1398,0,2.25%,,
1399,1,5.05%,,
1400,0,1.84%,,
1401,0,0.78%,,
1402,0,2.25%,,
1403,0,1.09%,,
1404,0,1.62%,,
1405,0,3.94%,,
1406,0,1.58%,,
1407,0,9.13%,,
1408,0,4.10%,,
1409,0,10.51%,,
1410,0,2.88%,,
1411,0,2.07%,,
1412,0,5.48%,,
1413,0,4.05%,,
1414,0,2.82%,,
1415,0,2.50%,,
1416,0,1.37%,,
1417,0,2.88%,,
1418,0,1.62%,,
1419,0,2.25%,,
1420,0,7.74%,,
1421,0,2.07%,,
1422,0,2.07%,,
1423,0,9.04%,,
1424,0,2.48%,,
1425,0,3.73%,,
1426,0,5.00%,,
1427,0,1.17%,,
1428,0,5.00%,,
1429,0,4.79%,,
1430,0,15.92%,,
1431,0,5.05%,,
1432,0,2.28%,,
1433,0,5.94%,,
1434,0,5.91%,,
1435,0,0.33%,,
1436,0,6.50%,,
1437,0,4.32%,,
1438,0,6.24%,,
1439,0,1.09%,,
1440,0,15.15%,,
1441,0,9.81%,,
1442,0,5.40%,,
1443,0,0.93%,,
1444,0,2.99%,,
1445,0,4.79%,,
1446,0,2.29%,,
1447,0,6.31%,,
1448,0,6.57%,,
1449,1,5.09%,,
1450,0,0.59%,,
1451,0,9.82%,,
1452,0,4.05%,,
1453,0,5.94%,,
1454,0,1.87%,,
1455,0,4.79%,,
1456,0,1.53%,,
1457,0,4.99%,,
1458,0,3.41%,,
1459,0,6.48%,,
1460,0,4.05%,,
1461,0,4.27%,,
1462,0,2.69%,,
1463,0,1.43%,,
1464,0,6.98%,,
1465,0,8.51%,,
1466,0,2.52%,,
1467,1,6.97%,,
1468,0,2.50%,,
1469,0,5.55%,,
1470,0,7.79%,,
1471,0,6.64%,,
1472,0,1.38%,,
1473,0,3.95%,,
1474,0,0.14%,,
1475,0,1.57%,,
1476,0,5.74%,,
1477,0,3.25%,,
1478,0,7.24%,,
1479,0,3.53%,,
1480,0,0.71%,,
1481,0,8.35%,,
1482,0,5.90%,,
1483,0,6.45%,,
1484,0,3.77%,,
1485,0,4.47%,,
1486,0,0.46%,,
1487,0,0.65%,,
1488,1,3.32%,,
1489,0,2.88%,,
1490,0,0.39%,,
1491,0,6.75%,,
1492,0,5.94%,,
1493,0,8.51%,,
1494,0,3.73%,,
1495,0,6.98%,,
1496,0,6.46%,,
1497,0,4.56%,,
1498,0,5.05%,,
1499,0,3.57%,,
1500,0,0.78%,,
1501,0,1.09%,,
1502,0,6.19%,,
1503,0,1.44%,,
1504,1,3.81%,,
1505,0,7.24%,,
1506,0,4.56%,,
1507,0,5.05%,,
1508,1,0.58%,,
1509,0,7.24%,,
1510,0,10.63%,,
1511,0,11.04%,,
1512,0,10.91%,,
1513,0,4.27%,,
1514,0,6.64%,,
1515,0,8.83%,,
1516,0,3.61%,,
1517,0,4.43%,,
1518,0,4.57%,,
1519,0,6.50%,,
1520,0,11.00%,,
1521,0,11.04%,,
1522,0,1.52%,,
1523,0,11.76%,,
1524,0,4.42%,,
1525,0,8.51%,,
1526,0,1.36%,,
1527,0,10.03%,,
1528,0,2.53%,,
1529,0,2.07%,,
1530,1,3.77%,,
1531,0,2.77%,,
1532,0,5.05%,,
1533,0,1.50%,,
1534,0,4.85%,,
1535,0,1.69%,,
1536,0,2.50%,,
1537,0,6.24%,,
1538,0,3.70%,,
1539,0,7.04%,,
1540,0,3.41%,,
1541,0,8.51%,,
1542,0,2.39%,,
1543,0,3.05%,,
1544,0,5.79%,,
1545,0,3.61%,,
1546,0,0.77%,,
1547,0,4.56%,,
1548,0,9.04%,,
1549,0,5.48%,,
1550,0,3.44%,,
1551,0,2.25%,,
1552,1,11.00%,,
1553,0,0.19%,,
1554,0,3.49%,,
1555,0,3.42%,,
1556,0,5.66%,,
1557,0,1.87%,,
1558,0,3.53%,,
1559,0,2.99%,,
1560,0,5.00%,,
1561,0,0.47%,,
1562,0,5.94%,,
1563,0,2.62%,,
1564,0,1.24%,,
1565,0,2.17%,,
1566,0,1.15%,,
1567,0,0.44%,,
1568,0,6.91%,,
1569,1,6.69%,,
1570,0,6.75%,,
1571,0,9.13%,,
1572,0,12.05%,,
1573,1,7.61%,,
1574,0,11.80%,,
1575,0,12.05%,,
1576,0,4.43%,,
1577,0,7.79%,,
1578,0,5.48%,,
1579,0,5.91%,,
1580,0,1.80%,,
1581,0,2.48%,,
1582,0,2.26%,,
1583,0,5.94%,,
1584,0,2.25%,,
1585,0,5.33%,,
1586,0,3.41%,,
1587,0,3.42%,,
1588,0,2.48%,,
1589,0,6.88%,,
1590,0,3.70%,,
1591,0,5.46%,,
1592,0,7.61%,,
1593,0,2.48%,,
1594,0,1.79%,,
1595,0,4.01%,,
1596,0,1.37%,,
1597,0,5.99%,,
1598,0,3.73%,,
1599,0,1.15%,,
1600,0,13.92%,,
1601,0,2.51%,,
1602,1,5.05%,,
1603,0,11.76%,,
1604,0,5.27%,,
1605,0,4.69%,,
1606,0,7.24%,,
1607,0,0.92%,,
1608,0,2.16%,,
1609,0,1.09%,,
1610,0,5.02%,,
1611,0,4.79%,,
1612,0,6.57%,,
1613,0,6.40%,,
1614,0,4.27%,,
1615,0,3.61%,,
1616,0,22.16%,,
1617,0,5.69%,,
1618,0,4.11%,,
1619,0,1.95%,,
1620,0,5.00%,,
1621,0,5.58%,,
1622,0,10.86%,,
1623,0,4.43%,,
1624,0,10.02%,,
1625,0,4.05%,,
1626,0,1.74%,,
1627,0,4.42%,,
1628,0,1.36%,,
1629,0,5.04%,,
1630,0,5.45%,,
1631,0,6.57%,,
1632,0,5.85%,,
1633,0,2.47%,,
1634,0,1.66%,,
1635,0,0.44%,,
1636,0,5.27%,,
1637,0,1.58%,,
1638,0,2.26%,,
1639,0,2.03%,,
1640,0,9.24%,,
1641,0,5.94%,,
1642,0,3.91%,,
1643,0,4.79%,,
1644,0,3.91%,,
1645,0,1.97%,,
1646,0,6.45%,,
1647,0,2.99%,,
1648,0,6.40%,,
1649,0,12.90%,,
1650,0,1.15%,,
1651,0,2.39%,,
1652,1,7.81%,,
1653,0,2.05%,,
1654,0,4.46%,,
1655,0,6.57%,,
1656,0,2.02%,,
1657,0,9.08%,,
1658,0,5.06%,,
1659,0,2.07%,,
1660,0,13.43%,,
1661,0,10.91%,,
1662,0,1.62%,,
1663,0,6.57%,,
1664,0,2.07%,,
1665,0,6.75%,,
1666,0,5.00%,,
1667,0,11.80%,,
1668,0,9.13%,,
1669,0,10.15%,,
1670,0,9.02%,,
1671,0,6.46%,,
1672,0,5.05%,,
1673,0,8.51%,,
1674,0,6.24%,,
1675,0,9.13%,,
1676,0,2.53%,,
1677,0,1.68%,,
1678,0,1.77%,,
1679,0,2.68%,,
1680,0,1.58%,,
1681,0,6.40%,,
1682,0,7.81%,,
1683,0,7.53%,,
1684,0,3.45%,,
1685,0,10.86%,,
1686,0,3.70%,,
1687,0,10.91%,,
1688,0,5.00%,,
1689,0,3.62%,,
1690,0,5.55%,,
1691,0,2.68%,,
1692,0,11.54%,,
1693,0,2.39%,,
1694,0,2.47%,,
1695,0,4.09%,,
1696,0,1.37%,,
1697,0,3.80%,,
1698,0,4.27%,,
1699,1,10.91%,,
1700,0,8.46%,,
1701,0,6.46%,,
1702,0,4.69%,,
1703,0,2.25%,,
1704,0,3.73%,,
1705,0,9.13%,,
1706,0,5.40%,,
1707,0,6.16%,,
1708,0,3.70%,,
1709,0,9.13%,,
1710,0,0.24%,,
1711,0,4.87%,,
1712,0,1.95%,,
1713,0,0.55%,,
1714,0,5.34%,,
1715,0,5.75%,,
1716,0,4.01%,,
1717,0,7.81%,,
1718,0,5.33%,,
1719,0,4.43%,,
1720,0,1.87%,,
1721,0,1.58%,,
1722,0,6.95%,,
1723,0,9.13%,,
1724,0,1.68%,,
1725,0,3.70%,,
1726,0,4.47%,,
1727,0,7.89%,,
1728,0,2.25%,,
1729,0,2.75%,,
1730,0,7.90%,,
1731,0,4.51%,,
1732,0,5.94%,,
1733,0,3.41%,,
1734,0,11.66%,,
1735,0,2.99%,,
1736,0,4.82%,,
1737,0,7.24%,,
1738,0,1.11%,,
1739,0,4.70%,,
1740,0,1.95%,,
1741,0,0.41%,,
1742,0,6.01%,,
1743,0,4.47%,,
1744,0,4.01%,,
1745,0,5.94%,,
1746,0,4.43%,,
1747,0,2.43%,,
1748,0,8.53%,,
1749,0,5.45%,,
1750,0,0.59%,,
1751,0,7.24%,,
1752,0,6.48%,,
1753,1,2.49%,,
1754,0,0.14%,,
1755,0,4.01%,,
1756,0,7.81%,,
1757,0,1.23%,,
1758,0,0.67%,,
1759,0,5.00%,,
1760,0,1.60%,,
1761,0,2.77%,,
1762,0,5.00%,,
1763,0,1.77%,,
1764,0,6.98%,,
1765,0,10.03%,,
1766,0,0.14%,,
1767,0,11.52%,,
1768,0,5.88%,,
1769,0,7.24%,,
1770,0,1.23%,,
1771,0,1.17%,,
1772,0,2.07%,,
1773,0,8.10%,,
1774,0,3.73%,,
1775,0,7.08%,,
1776,1,7.05%,,
1777,0,4.47%,,
1778,0,8.28%,,
1779,0,5.99%,,
1780,0,6.64%,,
1781,0,2.15%,,
1782,0,3.70%,,
1783,0,3.81%,,
1784,0,0.22%,,
1785,0,3.70%,,
1786,0,5.69%,,
1787,0,8.32%,,
1788,0,8.51%,,
1789,0,4.27%,,
1790,0,8.51%,,
1791,1,6.91%,,
1792,0,3.38%,,
1793,0,3.70%,,
1794,0,4.82%,,
1795,0,1.84%,,
1796,0,0.64%,,
1797,0,3.42%,,
1798,0,5.99%,,
1799,0,8.51%,,
1800,0,2.48%,,
1801,0,5.94%,,
1802,0,4.79%,,
1803,0,9.91%,,
1804,0,3.28%,,
1805,0,7.79%,,
1806,0,5.90%,,
1807,0,0.48%,,
1808,0,5.05%,,
1809,0,3.70%,,
1810,0,6.98%,,
1811,0,8.51%,,
1812,0,5.90%,,
1813,0,12.75%,,
1814,0,2.58%,,
1815,0,6.39%,,
1816,0,4.10%,,
1817,0,2.99%,,
1818,0,10.51%,,
1819,0,1.95%,,
1820,0,5.94%,,
1821,0,6.45%,,
1822,0,9.13%,,
1823,0,0.83%,,
1824,0,1.04%,,
1825,0,3.12%,,
1826,0,5.27%,,
1827,0,5.00%,,
1828,0,1.84%,,
1829,0,6.48%,,
1830,0,2.88%,,
1831,0,4.09%,,
1832,0,0.58%,,
1833,0,3.25%,,
1834,0,2.71%,,
1835,0,4.42%,,
1836,0,2.47%,,
1837,0,1.62%,,
1838,0,5.99%,,
1839,0,3.91%,,
1840,0,5.99%,,
1841,0,5.46%,,
1842,0,2.15%,,
1843,0,2.13%,,
1844,0,4.01%,,
1845,1,5.33%,,
1846,0,7.79%,,
1847,0,7.81%,,
1848,0,3.70%,,
1849,0,8.51%,,
1850,0,4.01%,,
1851,0,5.33%,,
1852,0,4.84%,,
1853,0,10.59%,,
1854,0,5.00%,,
1855,0,3.02%,,
1856,0,19.84%,,
1857,0,10.03%,,
1858,0,4.43%,,
1859,0,9.13%,,
1860,0,2.98%,,
1861,0,16.03%,,
1862,0,6.97%,,
1863,0,3.70%,,
1864,0,4.41%,,
1865,0,16.96%,,
1866,0,9.16%,,
1867,0,2.88%,,
1868,0,3.21%,,
1869,0,6.57%,,
1870,0,5.42%,,
1871,0,4.27%,,
1872,0,2.05%,,
1873,0,6.40%,,
1874,0,3.00%,,
1875,0,4.04%,,
1876,0,5.14%,,
1877,0,0.98%,,
1878,0,0.56%,,
1879,0,2.07%,,
1880,0,3.48%,,
1881,0,0.25%,,
1882,0,5.94%,,
1883,0,9.36%,,
1884,0,4.47%,,
1885,1,3.32%,,
1886,0,4.56%,,
1887,1,9.81%,,
1888,0,3.05%,,
1889,0,5.05%,,
1890,0,19.84%,,
1891,0,2.73%,,
1892,0,2.48%,,
1893,0,3.77%,,
1894,0,3.70%,,
1895,0,7.24%,,
1896,0,2.10%,,
1897,0,0.93%,,
1898,0,1.12%,,
1899,0,3.70%,,
1900,0,7.79%,,
1901,0,2.89%,,
1902,1,14.81%,,
1903,0,3.70%,,
1904,0,3.35%,,
1905,0,5.40%,,
1906,0,0.87%,,
1907,0,2.15%,,
1908,0,2.50%,,
1909,0,2.69%,,
1910,0,5.00%,,
1911,0,1.78%,,
1912,0,6.57%,,
1913,0,3.77%,,
1914,0,1.95%,,
1915,0,1.17%,,
1916,0,5.99%,,
1917,0,1.15%,,
1918,0,3.24%,,
1919,0,5.48%,,
1920,1,3.62%,,
1921,0,3.41%,,
1922,0,2.15%,,
1923,0,1.87%,,
1924,0,3.70%,,
1925,0,7.89%,,
1926,0,13.60%,,
1927,0,2.55%,,
1928,1,13.60%,,
1929,0,2.47%,,
1930,0,2.52%,,
1931,0,2.42%,,
1932,0,8.51%,,
1933,0,5.42%,,
1934,0,2.07%,,
1935,0,6.95%,,
1936,0,1.36%,,
1937,0,3.25%,,
1938,0,1.62%,,
1939,0,1.59%,,
1940,1,1.04%,,
1941,0,5.94%,,
1942,0,1.37%,,
1943,0,11.80%,,
1944,0,1.36%,,
1945,0,1.69%,,
1946,0,5.74%,,
1947,0,6.95%,,
1948,0,6.64%,,
1949,0,2.49%,,
1950,0,4.03%,,
1951,0,2.39%,,
1952,0,4.43%,,
1953,0,4.07%,,
1954,0,0.37%,,
1955,0,7.74%,,
1956,0,4.87%,,
1957,0,4.32%,,
1958,0,6.07%,,
1959,0,2.25%,,
1960,0,1.39%,,
1961,0,2.22%,,
1962,0,1.60%,,
1963,0,7.79%,,
1964,0,6.40%,,
1965,0,3.41%,,
1966,0,4.91%,,
1967,0,1.97%,,
1968,0,15.68%,,
1969,0,3.88%,,
1970,0,4.09%,,
1971,0,7.37%,,
1972,0,2.88%,,
1973,0,5.42%,,
1974,0,3.41%,,
1975,0,3.00%,,
1976,0,0.40%,,
1977,0,11.76%,,
1978,0,6.46%,,
1979,0,4.47%,,
1980,0,3.05%,,
1981,0,0.60%,,
1982,0,1.60%,,
1983,0,5.90%,,
1984,0,1.62%,,
1985,0,1.36%,,
1986,0,7.71%,,
1987,0,0.92%,,
1988,0,3.45%,,
1989,0,2.86%,,
1990,0,2.18%,,
1991,0,5.90%,,
1992,0,8.02%,,
1993,0,2.48%,,
1994,0,2.60%,,
1995,0,6.96%,,
1996,0,4.94%,,
1997,0,5.11%,,
1998,0,7.24%,,
1999,0,6.82%,,
2000,0,1.58%,,
2001,0,2.22%,,
2002,0,2.17%,,
2003,0,0.17%,,
2004,0,5.99%,,
2005,0,1.95%,,
2006,0,7.24%,,
2007,0,6.40%,,
2008,0,1.11%,,
2009,0,1.37%,,
2010,0,3.42%,,
2011,0,2.16%,,
2012,0,12.05%,,
2013,0,0.77%,,
2014,0,9.03%,,
2015,0,3.70%,,
2016,1,5.90%,,
2017,0,10.91%,,
2018,0,3.41%,,
2019,0,10.31%,,
2020,0,1.09%,,
2021,0,4.34%,,
2022,0,1.52%,,
2023,0,7.24%,,
2024,0,5.50%,,
2025,0,3.69%,,
2026,0,1.13%,,
2027,0,3.70%,,
2028,0,5.00%,,
2029,0,1.31%,,
2030,0,6.01%,,
2031,0,3.70%,,
2032,0,1.28%,,
2033,0,8.51%,,
2034,0,4.81%,,
2035,0,7.08%,,
2036,0,8.35%,,
2037,0,3.41%,,
2038,0,3.12%,,
2039,0,5.00%,,
2040,0,5.00%,,
2041,0,5.88%,,
2042,0,4.03%,,
2043,0,5.71%,,
2044,0,3.73%,,
2045,0,3.04%,,
2046,0,17.33%,,
2047,0,4.27%,,
2048,0,8.51%,,
2049,0,3.41%,,
2050,0,5.45%,,
2051,0,4.51%,,
2052,0,1.68%,,
2053,0,5.95%,,
2054,0,4.09%,,
2055,0,4.11%,,
2056,0,9.24%,,
2057,0,5.48%,,
2058,0,4.69%,,
2059,0,5.33%,,
2060,0,0.25%,,
2061,0,2.47%,,
2062,0,1.30%,,
2063,0,10.59%,,
2064,0,1.80%,,
2065,0,2.50%,,
2066,0,5.07%,,
2067,1,7.79%,,
2068,0,4.09%,,
2069,0,4.70%,,
2070,0,5.90%,,
2071,0,3.41%,,
2072,0,3.58%,,
2073,0,1.58%,,
2074,0,4.06%,,
2075,0,5.49%,,
2076,0,6.46%,,
2077,0,3.48%,,
2078,0,4.48%,,
2079,0,4.09%,,
2080,1,4.09%,,
2081,1,6.48%,,
2082,0,0.81%,,
2083,0,2.33%,,
2084,0,5.94%,,
2085,0,6.40%,,
2086,0,11.00%,,
2087,0,5.66%,,
2088,0,3.70%,,
2089,0,4.43%,,
2090,0,2.52%,,
2091,1,9.90%,,
2092,1,1.95%,,
2093,0,5.99%,,
2094,0,3.45%,,
2095,0,0.47%,,
2096,0,6.31%,,
2097,0,1.99%,,
2098,0,3.48%,,
2099,0,2.25%,,
2100,1,7.37%,,
2101,0,4.47%,,
2102,0,5.44%,,
2103,0,0.33%,,
2104,0,5.94%,,
2105,0,2.74%,,
2106,0,3.25%,,
2107,0,3.91%,,
2108,0,9.13%,,
2109,0,5.69%,,
2110,0,5.45%,,
2111,0,8.39%,,
2112,1,8.51%,,
2113,0,7.89%,,
2114,0,0.92%,,
2115,0,7.24%,,
2116,0,1.77%,,
2117,0,2.97%,,
2118,0,3.00%,,
2119,0,3.41%,,
2120,0,0.24%,,
2121,0,1.36%,,
2122,0,1.79%,,
2123,0,7.24%,,
2124,0,2.77%,,
2125,1,9.13%,,
2126,0,7.19%,,
2127,0,3.33%,,
2128,0,3.41%,,
2129,0,11.76%,,
2130,0,10.03%,,
2131,0,9.36%,,
2132,0,0.34%,,
2133,0,5.85%,,
2134,0,2.07%,,
2135,0,5.85%,,
2136,0,4.09%,,
2137,0,7.37%,,
2138,0,1.69%,,
2139,0,0.25%,,
2140,0,4.42%,,
2141,0,3.49%,,
2142,0,1.36%,,
2143,0,6.36%,,
2144,0,12.75%,,
2145,0,1.60%,,
2146,0,5.99%,,
2147,0,4.10%,,
2148,0,4.47%,,
2149,0,4.27%,,
2150,0,10.03%,,
2151,0,4.09%,,
2152,0,2.52%,,
2153,0,4.16%,,
2154,0,1.44%,,
2155,0,5.90%,,
2156,0,8.35%,,
2157,0,3.29%,,
2158,0,4.47%,,
2159,0,0.68%,,
2160,0,1.95%,,
2161,0,6.01%,,
2162,0,8.51%,,
2163,0,3.24%,,
2164,0,3.61%,,
2165,0,1.39%,,
2166,0,2.88%,,
2167,0,2.48%,,
2168,0,7.79%,,
2169,0,5.00%,,
2170,1,7.24%,,
2171,0,2.50%,,
2172,0,4.43%,,
2173,0,8.51%,,
2174,0,4.01%,,
2175,0,6.65%,,
2176,0,3.69%,,
2177,0,5.45%,,
2178,0,8.61%,,
2179,0,4.83%,,
2180,0,1.09%,,
2181,0,4.66%,,
2182,0,7.89%,,
2183,0,0.76%,,
2184,0,17.46%,,
2185,0,6.40%,,
2186,0,2.63%,,
2187,0,7.05%,,
2188,0,1.53%,,
2189,0,4.32%,,
2190,0,1.58%,,
2191,0,6.46%,,
2192,0,5.99%,,
2193,0,11.76%,,
2194,0,9.13%,,
2195,0,5.40%,,
2196,0,7.08%,,
2197,0,7.50%,,
2198,0,5.24%,,
2199,0,1.36%,,
2200,0,2.77%,,
2201,0,11.04%,,
2202,0,9.13%,,
2203,0,8.32%,,
2204,0,3.13%,,
2205,0,7.92%,,
2206,0,1.30%,,
2207,0,4.32%,,
2208,0,7.81%,,
2209,0,0.30%,,
2210,1,4.11%,,
2211,0,7.79%,,
2212,0,15.55%,,
2213,0,9.13%,,
2214,0,5.00%,,
2215,0,5.40%,,
2216,0,1.48%,,
2217,0,0.98%,,
2218,0,4.42%,,
2219,0,2.15%,,
2220,0,5.00%,,
2221,0,5.74%,,
2222,0,2.88%,,
2223,1,4.07%,,
2224,0,6.64%,,
2225,0,2.49%,,
2226,0,8.51%,,
2227,0,0.44%,,
2228,0,11.76%,,
2229,0,1.99%,,
2230,0,3.28%,,
2231,0,10.91%,,
2232,0,3.41%,,
2233,0,4.83%,,
2234,0,5.88%,,
2235,0,10.59%,,
2236,0,7.79%,,
2237,0,2.16%,,
2238,0,3.48%,,
2239,0,1.69%,,
2240,0,6.48%,,
2241,0,8.28%,,
2242,0,1.04%,,
2243,1,9.13%,,
2244,0,3.88%,,
2245,0,1.37%,,
2246,0,1.99%,,
2247,0,7.51%,,
2248,0,2.47%,,
2249,0,11.00%,,
2250,0,3.06%,,
2251,0,5.94%,,
2252,0,7.79%,,
2253,0,1.15%,,
2254,0,3.69%,,
2255,0,3.70%,,
2256,0,3.25%,,
2257,0,5.05%,,
2258,0,3.48%,,
2259,0,2.71%,,
2260,0,7.89%,,
2261,0,4.10%,,
2262,0,1.38%,,
2263,0,5.94%,,
2264,0,2.53%,,
2265,0,0.58%,,
2266,0,7.83%,,
2267,0,4.36%,,
2268,0,15.91%,,
2269,0,4.43%,,
2270,1,5.94%,,
2271,0,1.95%,,
2272,0,2.74%,,
2273,0,6.46%,,
2274,0,1.04%,,
2275,0,9.24%,,
2276,0,0.40%,,
2277,1,6.46%,,
2278,0,3.70%,,
2279,0,8.18%,,
2280,1,5.03%,,
2281,0,5.85%,,
2282,0,4.47%,,
2283,0,12.75%,,
2284,0,2.47%,,
2285,0,4.79%,,
2286,0,4.01%,,
2287,0,6.45%,,
2288,0,1.51%,,
2289,0,5.91%,,
2290,0,12.80%,,
2291,0,3.70%,,
2292,0,19.84%,,
2293,0,3.70%,,
2294,0,0.33%,,
2295,0,14.23%,,
2296,0,8.62%,,
2297,0,10.03%,,
2298,0,2.68%,,
2299,0,3.73%,,
2300,0,9.94%,,
2301,0,6.57%,,
2302,0,6.50%,,
2303,0,2.74%,,
2304,0,1.52%,,
2305,0,3.13%,,
2306,0,3.41%,,
2307,0,4.32%,,
2308,0,3.80%,,
2309,0,2.07%,,
2310,0,6.64%,,
2311,0,11.80%,,
2312,0,0.24%,,
2313,0,0.37%,,
2314,0,4.79%,,
2315,0,2.48%,,
2316,0,11.70%,,
2317,0,4.64%,,
2318,0,4.96%,,
2319,0,6.50%,,
2320,0,2.07%,,
2321,0,8.51%,,
2322,0,3.02%,,
2323,0,1.37%,,
2324,0,6.46%,,
2325,0,5.44%,,
2326,0,5.99%,,
2327,0,3.42%,,
2328,0,1.37%,,
2329,0,5.00%,,
2330,0,7.24%,,
2331,0,3.73%,,
2332,0,1.86%,,
2333,0,3.70%,,
2334,0,2.90%,,
2335,0,5.99%,,
2336,0,9.13%,,
2337,1,9.24%,,
2338,0,4.91%,,
2339,0,8.62%,,
2340,0,4.27%,,
2341,0,4.47%,,
2342,0,8.28%,,
2343,0,5.96%,,
2344,0,7.14%,,
2345,0,8.51%,,
2346,0,2.73%,,
2347,0,3.48%,,
2348,0,3.70%,,
2349,0,1.59%,,
2350,0,5.05%,,
2351,0,3.48%,,
2352,0,5.49%,,
2353,0,3.40%,,
2354,0,4.69%,,
2355,0,4.43%,,
2356,0,6.64%,,
2357,0,9.68%,,
2358,0,2.58%,,
2359,0,9.36%,,
2360,0,13.75%,,
2361,0,9.36%,,
2362,0,9.13%,,
2363,0,7.00%,,
2364,0,8.51%,,
2365,0,4.07%,,
2366,0,3.73%,,
2367,0,8.51%,,
2368,0,2.71%,,
2369,0,4.87%,,
2370,0,1.84%,,
2371,0,4.84%,,
2372,0,3.53%,,
2373,0,3.25%,,
2374,0,3.28%,,
2375,0,7.61%,,
2376,0,7.44%,,
2377,0,7.79%,,
2378,0,4.47%,,
2379,0,4.43%,,
2380,0,5.40%,,
2381,0,2.73%,,
2382,0,4.79%,,
2383,0,4.42%,,
2384,0,1.62%,,
2385,0,4.82%,,
2386,0,11.00%,,
2387,0,1.37%,,
2388,0,7.24%,,
2389,0,1.97%,,
2390,0,4.32%,,
2391,0,0.46%,,
2392,0,2.05%,,
2393,0,3.95%,,
2394,0,9.24%,,
2395,0,1.06%,,
2396,0,6.98%,,
2397,0,19.84%,,
2398,0,0.78%,,
2399,0,5.00%,,
2400,0,2.42%,,
2401,0,7.37%,,
2402,0,1.89%,,
2403,1,3.65%,,
2404,0,2.15%,,
2405,0,6.96%,,
2406,0,6.98%,,
2407,0,4.96%,,
2408,0,4.10%,,
2409,0,4.43%,,
2410,0,3.62%,,
